job_id,job_title,company_id,post_date,job_type,city_location,requirements_id,salary_id
j01800,Data Analyst,comp159,2024/11/30,F/T,"Calgary, AB",req01800,sal01800
j01801,Data Scientist,comp013,09-27-2024,Internship,"Montreal, QC",req01801,sal01801
j01802,Data Engineer,comp173,May 07 2024,Contract,"Montreal, QC",req01802,sal01802
j01803,Data Analyst,comp021,04-13-2024,Part-Time,"Calgary, AB",req01803,sal01803
j01804,Data Scientist,comp070,2024/08/18,Part-Time,"Calgary, AB",req01804,sal01804
j01805,BI Developer,comp114,Nov 05 2024,Part-Time,"Toronto, ON",req01805,sal01805
j01806,Data Analyst,comp170,Jul 24 2024,Full Time,"Calgary, AB",req01806,sal01806
j01807,Statistician,comp109,08-10-2024,Full Time,"Montreal, QC",req01807,sal01807
j01808,Data Engineer,comp125,09-04-2024,Full Time,"Edmonton, AB",req01808,sal01808
j01809,Database Admin,comp156,2024/09/28,FT,"Toronto, ON",req01809,sal01809
j01810,Machine Learning Engineer,comp114,2025/01/06,Internship,"Vancouver, BC",req01810,sal01810
j01811,Machine Learning Engineer,comp107,Nov 13 2024,Part-Time,"Vancouver, BC",req01811,sal01811
j01812,Data Analyst,comp070,2024/09/04,FT,"Montreal, QC",req01812,sal01812
j01813,Statistician,comp056,2024/05/20,Full Time,"Calgary, AB",req01813,sal01813
j01814,Statistician,comp194,08-15-2024,F/T,"Edmonton, AB",req01814,sal01814
j01815,BI Developer,comp132,2025/03/09,Contract,"Vancouver, BC",req01815,sal01815
j01816,BI Developer,comp030,05-20-2024,Contract,"Edmonton, AB",req01816,sal01816
j01817,Analytics Manager,comp089,Aug 11 2024,FT,Remote,req01817,sal01817
j01818,AI Specialist,comp111,Oct 03 2024,F/T,"Edmonton, AB",req01818,sal01818
j01819,Database Admin,comp029,09-25-2024,Internship,Remote,req01819,sal01819
j01820,Data Engineer,comp073,01-29-2025,Part-Time,"Vancouver, BC",req01820,sal01820
j01821,Machine Learning Engineer,comp174,Aug 08 2024,Contract,"Montreal, QC",req01821,sal01821
j01822,Data Engineer,comp174,2024/10/04,Contract,Remote,req01822,sal01822
j01823,BI Developer,comp152,08-30-2024,FT,"Ottawa, ON",req01823,sal01823
j01824,Statistician,comp125,11-24-2024,Full Time,"Montreal, QC",req01824,sal01824
j01825,Data Engineer,comp135,Sep 07 2024,FT,"Vancouver, BC",req01825,sal01825
j01826,Data Engineer,comp171,2024/04/10,F/T,"Vancouver, BC",req01826,sal01826
j01827,Database Admin,comp079,2025/01/23,Full Time,"Montreal, QC",req01827,sal01827
j01828,Database Admin,comp012,2024/10/29,Contract,Remote,req01828,sal01828
j01829,AI Specialist,comp057,2024/06/18,F/T,"Toronto, ON",req01829,sal01829
j01830,BI Developer,comp102,Jun 06 2024,F/T,"Calgary, AB",req01830,sal01830
j01831,Data Scientist,comp154,2024/11/03,Contract,"Edmonton, AB",req01831,sal01831
j01832,AI Specialist,comp015,Jul 22 2024,F/T,"Edmonton, AB",req01832,sal01832
j01833,Data Scientist,comp002,Jan 21 2025,Full Time,"Montreal, QC",req01833,sal01833
j01834,BI Developer,comp053,Aug 30 2024,Contract,"Vancouver, BC",req01834,sal01834
j01835,Database Admin,comp078,Oct 28 2024,Part-Time,Remote,req01835,sal01835
j01836,Machine Learning Engineer,comp055,02-21-2025,Full Time,"Edmonton, AB",req01836,sal01836
j01837,Data Scientist,comp197,Sep 22 2024,Full Time,"Vancouver, BC",req01837,sal01837
j01838,Data Scientist,comp036,Jul 07 2024,Contract,"Edmonton, AB",req01838,sal01838
j01839,Database Admin,comp196,Oct 31 2024,FT,Remote,req01839,sal01839
j01840,Analytics Manager,comp066,2025/04/01,Full Time,"Vancouver, BC",req01840,sal01840
j01841,AI Specialist,comp075,2024/05/01,Internship,"Ottawa, ON",req01841,sal01841
j01842,Data Engineer,comp084,2024/07/24,Full Time,Remote,req01842,sal01842
j01843,BI Developer,comp031,May 29 2024,FT,Remote,req01843,sal01843
j01844,Data Analyst,comp002,Apr 02 2025,FT,Remote,req01844,sal01844
j01845,AI Specialist,comp128,2024/04/29,Internship,"Edmonton, AB",req01845,sal01845
j01846,Machine Learning Engineer,comp192,02-08-2025,Internship,"Calgary, AB",req01846,sal01846
j01847,AI Specialist,comp111,07-30-2024,FT,"Toronto, ON",req01847,sal01847
j01848,AI Specialist,comp045,01-21-2025,Contract,"Calgary, AB",req01848,sal01848
j01849,Machine Learning Engineer,comp034,2024/12/04,Full Time,"Ottawa, ON",req01849,sal01849
j01850,BI Developer,comp098,Jun 23 2024,Contract,"Vancouver, BC",req01850,sal01850
j01851,Data Scientist,comp137,12-13-2024,Part-Time,Remote,req01851,sal01851
j01852,Database Admin,comp181,Dec 20 2024,F/T,"Calgary, AB",req01852,sal01852
j01853,Analytics Manager,comp059,Mar 27 2025,F/T,"Vancouver, BC",req01853,sal01853
j01854,Data Analyst,comp129,2024/07/28,F/T,"Edmonton, AB",req01854,sal01854
j01855,Database Admin,comp144,2024/04/30,Part-Time,"Ottawa, ON",req01855,sal01855
j01856,Statistician,comp172,2024/08/14,Contract,"Vancouver, BC",req01856,sal01856
j01857,AI Specialist,comp091,07-09-2024,Contract,"Vancouver, BC",req01857,sal01857
j01858,Data Engineer,comp019,Apr 11 2024,Internship,"Edmonton, AB",req01858,sal01858
j01859,Database Admin,comp102,02-10-2025,FT,"Toronto, ON",req01859,sal01859
j01860,Data Engineer,comp190,2024/07/05,FT,"Edmonton, AB",req01860,sal01860
j01861,AI Specialist,comp011,2024/09/30,FT,"Vancouver, BC",req01861,sal01861
j01862,Database Admin,comp112,07-02-2024,Contract,"Edmonton, AB",req01862,sal01862
j01863,BI Developer,comp005,05-24-2024,Internship,"Montreal, QC",req01863,sal01863
j01864,AI Specialist,comp118,02-27-2025,Full Time,"Calgary, AB",req01864,sal01864
j01865,Machine Learning Engineer,comp020,08-08-2024,FT,"Ottawa, ON",req01865,sal01865
j01866,Database Admin,comp081,2025/03/24,F/T,"Ottawa, ON",req01866,sal01866
j01867,Data Engineer,comp148,Jul 07 2024,Full Time,"Edmonton, AB",req01867,sal01867
j01868,Database Admin,comp110,2024/09/06,Internship,"Ottawa, ON",req01868,sal01868
j01869,Machine Learning Engineer,comp147,11-27-2024,Part-Time,"Ottawa, ON",req01869,sal01869
j01870,Data Scientist,comp104,08-29-2024,F/T,"Calgary, AB",req01870,sal01870
j01871,Data Engineer,comp182,Dec 05 2024,Part-Time,"Montreal, QC",req01871,sal01871
j01872,Database Admin,comp164,2024/07/04,Contract,"Montreal, QC",req01872,sal01872
j01873,BI Developer,comp107,09-13-2024,F/T,Remote,req01873,sal01873
j01874,Data Engineer,comp075,2024/10/11,Internship,"Montreal, QC",req01874,sal01874
j01875,Analytics Manager,comp030,08-07-2024,FT,Remote,req01875,sal01875
j01876,Analytics Manager,comp104,11-22-2024,Contract,"Montreal, QC",req01876,sal01876
j01877,Machine Learning Engineer,comp006,12-30-2024,Internship,"Calgary, AB",req01877,sal01877
j01878,Data Analyst,comp084,07-01-2024,Full Time,"Ottawa, ON",req01878,sal01878
j01879,AI Specialist,comp044,03-30-2025,F/T,"Ottawa, ON",req01879,sal01879
j01880,Statistician,comp159,2024/06/28,F/T,"Ottawa, ON",req01880,sal01880
j01881,Analytics Manager,comp118,2024/10/27,F/T,Remote,req01881,sal01881
j01882,AI Specialist,comp177,2025/03/02,Internship,"Toronto, ON",req01882,sal01882
j01883,Data Analyst,comp093,2024/06/22,F/T,Remote,req01883,sal01883
j01884,AI Specialist,comp023,2025/01/16,Full Time,"Vancouver, BC",req01884,sal01884
j01885,Analytics Manager,comp112,09-11-2024,F/T,"Ottawa, ON",req01885,sal01885
j01886,AI Specialist,comp028,Jul 27 2024,Internship,"Toronto, ON",req01886,sal01886
j01887,BI Developer,comp063,05-11-2024,Full Time,"Ottawa, ON",req01887,sal01887
j01888,Data Scientist,comp112,05-23-2024,FT,"Ottawa, ON",req01888,sal01888
j01889,Data Analyst,comp151,Jul 22 2024,Internship,Remote,req01889,sal01889
j01890,Data Analyst,comp103,May 20 2024,Contract,"Edmonton, AB",req01890,sal01890
j01891,Data Engineer,comp135,Aug 01 2024,Full Time,"Calgary, AB",req01891,sal01891
j01892,AI Specialist,comp021,2024/08/19,Contract,"Edmonton, AB",req01892,sal01892
j01893,AI Specialist,comp102,2024/12/25,Contract,Remote,req01893,sal01893
j01894,Data Engineer,comp080,Sep 14 2024,FT,"Calgary, AB",req01894,sal01894
j01895,Analytics Manager,comp191,2024/11/27,Contract,"Montreal, QC",req01895,sal01895
j01896,Analytics Manager,comp087,Aug 17 2024,Contract,"Edmonton, AB",req01896,sal01896
j01897,Machine Learning Engineer,comp057,09-29-2024,Full Time,"Vancouver, BC",req01897,sal01897
j01898,Database Admin,comp086,2024/11/14,Part-Time,"Calgary, AB",req01898,sal01898
j01899,Analytics Manager,comp200,08-08-2024,Contract,"Edmonton, AB",req01899,sal01899
j01900,Data Scientist,comp044,2025/01/13,F/T,Remote,req01900,sal01900
j01901,Machine Learning Engineer,comp020,02-21-2025,F/T,"Edmonton, AB",req01901,sal01901
j01902,Data Scientist,comp131,2024/08/15,Part-Time,"Montreal, QC",req01902,sal01902
j01903,Statistician,comp163,Dec 09 2024,Full Time,"Edmonton, AB",req01903,sal01903
j01904,Analytics Manager,comp030,03-17-2025,Full Time,"Toronto, ON",req01904,sal01904
j01905,BI Developer,comp136,2025/03/15,Internship,Remote,req01905,sal01905
j01906,Statistician,comp131,05-22-2024,Internship,"Ottawa, ON",req01906,sal01906
j01907,Data Scientist,comp050,08-01-2024,F/T,"Vancouver, BC",req01907,sal01907
j01908,Database Admin,comp199,02-10-2025,Contract,"Edmonton, AB",req01908,sal01908
j01909,Data Engineer,comp090,2025/01/27,Contract,"Ottawa, ON",req01909,sal01909
j01910,Machine Learning Engineer,comp090,Jan 09 2025,FT,"Calgary, AB",req01910,sal01910
j01911,Data Analyst,comp187,01-15-2025,Contract,"Montreal, QC",req01911,sal01911
j01912,AI Specialist,comp166,06-11-2024,Internship,"Montreal, QC",req01912,sal01912
j01913,BI Developer,comp038,10-03-2024,Internship,"Montreal, QC",req01913,sal01913
j01914,AI Specialist,comp061,May 13 2024,F/T,"Edmonton, AB",req01914,sal01914
j01915,AI Specialist,comp027,2024/07/30,F/T,Remote,req01915,sal01915
j01916,Data Engineer,comp038,May 25 2024,Part-Time,"Vancouver, BC",req01916,sal01916
j01917,BI Developer,comp066,May 03 2024,Full Time,"Calgary, AB",req01917,sal01917
j01918,Statistician,comp051,2024/06/04,FT,"Calgary, AB",req01918,sal01918
j01919,Data Analyst,comp045,09-15-2024,Internship,"Toronto, ON",req01919,sal01919
j01920,BI Developer,comp155,2024/08/14,F/T,"Edmonton, AB",req01920,sal01920
j01921,Database Admin,comp040,2024/08/24,Part-Time,"Ottawa, ON",req01921,sal01921
j01922,Data Engineer,comp195,May 13 2024,F/T,"Ottawa, ON",req01922,sal01922
j01923,Data Engineer,comp195,Apr 13 2024,Contract,"Montreal, QC",req01923,sal01923
j01924,Statistician,comp168,2025/02/07,Internship,"Edmonton, AB",req01924,sal01924
j01925,Data Scientist,comp020,2024/06/19,F/T,"Toronto, ON",req01925,sal01925
j01926,Statistician,comp046,01-22-2025,Contract,"Ottawa, ON",req01926,sal01926
j01927,Statistician,comp198,Oct 30 2024,Part-Time,"Toronto, ON",req01927,sal01927
j01928,Database Admin,comp161,03-16-2025,FT,"Edmonton, AB",req01928,sal01928
j01929,Data Engineer,comp127,2024/07/13,Full Time,"Ottawa, ON",req01929,sal01929
j01930,Analytics Manager,comp119,04-07-2024,Part-Time,"Edmonton, AB",req01930,sal01930
j01931,Statistician,comp194,2024/11/18,Internship,"Montreal, QC",req01931,sal01931
j01932,Database Admin,comp145,05-31-2024,F/T,"Toronto, ON",req01932,sal01932
j01933,Data Engineer,comp195,2025/03/07,Contract,Remote,req01933,sal01933
j01934,BI Developer,comp149,2024/07/04,Contract,"Ottawa, ON",req01934,sal01934
j01935,Analytics Manager,comp115,03-15-2025,Internship,"Vancouver, BC",req01935,sal01935
j01936,Data Scientist,comp175,Sep 04 2024,Contract,"Calgary, AB",req01936,sal01936
j01937,Data Analyst,comp145,Jun 12 2024,Contract,"Montreal, QC",req01937,sal01937
j01938,Data Analyst,comp165,2024/09/01,Part-Time,"Montreal, QC",req01938,sal01938
j01939,Machine Learning Engineer,comp163,May 04 2024,Internship,"Ottawa, ON",req01939,sal01939
j01940,Data Engineer,comp160,2025/03/12,FT,"Calgary, AB",req01940,sal01940
j01941,BI Developer,comp083,2024/07/28,Internship,"Calgary, AB",req01941,sal01941
j01942,Data Scientist,comp161,2025/03/12,FT,"Vancouver, BC",req01942,sal01942
j01943,Data Engineer,comp081,2025/02/16,Contract,"Edmonton, AB",req01943,sal01943
j01944,Database Admin,comp039,01-18-2025,Internship,"Toronto, ON",req01944,sal01944
j01945,BI Developer,comp113,Aug 20 2024,Full Time,"Toronto, ON",req01945,sal01945
j01946,Analytics Manager,comp018,2024/10/01,Contract,"Edmonton, AB",req01946,sal01946
j01947,Data Analyst,comp121,11-24-2024,Full Time,"Edmonton, AB",req01947,sal01947
j01948,Data Analyst,comp114,10-23-2024,F/T,"Montreal, QC",req01948,sal01948
j01949,Analytics Manager,comp162,01-16-2025,FT,Remote,req01949,sal01949
j01950,Database Admin,comp078,2025/02/01,FT,"Montreal, QC",req01950,sal01950
j01951,Machine Learning Engineer,comp071,05-29-2024,FT,"Toronto, ON",req01951,sal01951
j01952,Data Engineer,comp152,Oct 25 2024,F/T,"Ottawa, ON",req01952,sal01952
j01953,Data Engineer,comp015,2024/12/11,F/T,Remote,req01953,sal01953
j01954,Data Engineer,comp091,Mar 24 2025,Contract,"Toronto, ON",req01954,sal01954
j01955,Statistician,comp130,10-06-2024,Full Time,Remote,req01955,sal01955
j01956,Data Analyst,comp019,03-01-2025,FT,"Montreal, QC",req01956,sal01956
j01957,Data Scientist,comp080,05-17-2024,Internship,"Calgary, AB",req01957,sal01957
j01958,AI Specialist,comp119,Sep 19 2024,F/T,Remote,req01958,sal01958
j01959,Data Scientist,comp116,2025/01/10,Part-Time,"Ottawa, ON",req01959,sal01959
j01960,BI Developer,comp010,Jun 26 2024,Contract,"Toronto, ON",req01960,sal01960
j01961,Data Analyst,comp015,Feb 08 2025,Part-Time,"Edmonton, AB",req01961,sal01961
j01962,AI Specialist,comp095,01-28-2025,FT,"Vancouver, BC",req01962,sal01962
j01963,Database Admin,comp074,05-11-2024,Full Time,"Vancouver, BC",req01963,sal01963
j01964,Data Engineer,comp020,2024/09/18,Contract,"Toronto, ON",req01964,sal01964
j01965,Data Analyst,comp166,2024/09/26,FT,"Ottawa, ON",req01965,sal01965
j01966,Statistician,comp024,2025/02/28,Internship,"Edmonton, AB",req01966,sal01966
j01967,Data Engineer,comp158,Mar 05 2025,F/T,Remote,req01967,sal01967
j01968,Data Analyst,comp153,2024/11/02,Internship,"Calgary, AB",req01968,sal01968
j01969,Data Analyst,comp130,02-18-2025,FT,"Toronto, ON",req01969,sal01969
j01970,AI Specialist,comp099,01-15-2025,F/T,"Calgary, AB",req01970,sal01970
j01971,Analytics Manager,comp119,09-30-2024,F/T,"Ottawa, ON",req01971,sal01971
j01972,Data Engineer,comp149,Feb 23 2025,Contract,"Vancouver, BC",req01972,sal01972
j01973,Data Scientist,comp142,2024/05/04,FT,"Montreal, QC",req01973,sal01973
j01974,Database Admin,comp190,2024/07/25,Full Time,"Edmonton, AB",req01974,sal01974
j01975,AI Specialist,comp011,Aug 27 2024,F/T,Remote,req01975,sal01975
j01976,Analytics Manager,comp116,06-11-2024,Part-Time,"Edmonton, AB",req01976,sal01976
j01977,Machine Learning Engineer,comp147,Apr 30 2024,FT,"Vancouver, BC",req01977,sal01977
j01978,Data Scientist,comp167,2024/07/30,F/T,"Ottawa, ON",req01978,sal01978
j01979,Database Admin,comp049,04-30-2024,Contract,"Ottawa, ON",req01979,sal01979
j01980,Data Engineer,comp083,09-25-2024,Full Time,"Edmonton, AB",req01980,sal01980
j01981,BI Developer,comp155,Oct 31 2024,Contract,"Montreal, QC",req01981,sal01981
j01982,Statistician,comp122,02-14-2025,F/T,"Ottawa, ON",req01982,sal01982
j01983,Data Analyst,comp129,Apr 05 2024,Contract,"Montreal, QC",req01983,sal01983
j01984,Data Analyst,comp039,2024/04/19,Internship,"Ottawa, ON",req01984,sal01984
j01985,Analytics Manager,comp016,01-28-2025,F/T,"Vancouver, BC",req01985,sal01985
j01986,Data Engineer,comp116,Nov 08 2024,Internship,"Calgary, AB",req01986,sal01986
j01987,AI Specialist,comp027,Jun 16 2024,F/T,"Toronto, ON",req01987,sal01987
j01988,Data Scientist,comp088,2024/08/01,Part-Time,"Ottawa, ON",req01988,sal01988
j01989,BI Developer,comp183,Jan 07 2025,F/T,Remote,req01989,sal01989
j01990,Statistician,comp022,07-09-2024,Part-Time,"Edmonton, AB",req01990,sal01990
j01991,Statistician,comp130,Mar 15 2025,Contract,Remote,req01991,sal01991
j01992,Database Admin,comp166,05-17-2024,Part-Time,"Toronto, ON",req01992,sal01992
j01993,Analytics Manager,comp045,Oct 27 2024,Part-Time,"Montreal, QC",req01993,sal01993
j01994,Machine Learning Engineer,comp011,2024/10/24,Internship,"Montreal, QC",req01994,sal01994
j01995,Data Scientist,comp064,Sep 18 2024,Internship,"Montreal, QC",req01995,sal01995
j01996,Data Analyst,comp182,2024/06/26,Full Time,"Edmonton, AB",req01996,sal01996
j01997,Data Scientist,comp113,Sep 28 2024,Internship,"Toronto, ON",req01997,sal01997
j01998,AI Specialist,comp113,08-06-2024,Full Time,"Vancouver, BC",req01998,sal01998
j01999,Data Engineer,comp135,2024/05/16,Full Time,"Edmonton, AB",req01999,sal01999
j02000,Machine Learning Engineer,comp134,Jul 14 2024,F/T,Remote,req02000,sal02000
j02001,Machine Learning Engineer,comp157,09-13-2024,Contract,"Edmonton, AB",req02001,sal02001
j02002,Data Engineer,comp041,Jul 02 2024,Contract,"Edmonton, AB",req02002,sal02002
j02003,Data Scientist,comp094,2024/05/09,Part-Time,"Montreal, QC",req02003,sal02003
j02004,Machine Learning Engineer,comp096,2024/07/05,F/T,"Toronto, ON",req02004,sal02004
j02005,Data Engineer,comp073,2024/11/28,Internship,"Vancouver, BC",req02005,sal02005
j02006,Data Engineer,comp100,Mar 14 2025,F/T,"Toronto, ON",req02006,sal02006
j02007,Data Engineer,comp105,2024/05/05,Part-Time,"Ottawa, ON",req02007,sal02007
j02008,Machine Learning Engineer,comp199,Oct 31 2024,Part-Time,Remote,req02008,sal02008
j02009,AI Specialist,comp087,Apr 13 2024,F/T,"Ottawa, ON",req02009,sal02009
j02010,Database Admin,comp174,2024/08/19,Contract,"Calgary, AB",req02010,sal02010
j02011,Data Scientist,comp154,Oct 07 2024,Part-Time,"Montreal, QC",req02011,sal02011
j02012,Database Admin,comp014,12-31-2024,Internship,Remote,req02012,sal02012
j02013,Data Engineer,comp162,2024/10/16,Internship,"Ottawa, ON",req02013,sal02013
j02014,Machine Learning Engineer,comp166,Nov 03 2024,F/T,"Montreal, QC",req02014,sal02014
j02015,Data Scientist,comp086,Sep 07 2024,F/T,Remote,req02015,sal02015
j02016,Data Analyst,comp017,Aug 27 2024,Full Time,"Calgary, AB",req02016,sal02016
j02017,Data Engineer,comp085,05-23-2024,FT,"Montreal, QC",req02017,sal02017
j02018,Statistician,comp025,Apr 14 2024,Part-Time,"Calgary, AB",req02018,sal02018
j02019,AI Specialist,comp143,2024/09/11,Contract,Remote,req02019,sal02019
j02020,BI Developer,comp174,03-07-2025,F/T,"Ottawa, ON",req02020,sal02020
j02021,Machine Learning Engineer,comp099,2024/04/27,Internship,"Ottawa, ON",req02021,sal02021
j02022,Data Analyst,comp073,11-26-2024,FT,"Vancouver, BC",req02022,sal02022
j02023,Machine Learning Engineer,comp065,2024/11/05,Internship,"Calgary, AB",req02023,sal02023
j02024,Database Admin,comp186,2024/10/22,Full Time,"Montreal, QC",req02024,sal02024
j02025,BI Developer,comp169,2024/11/15,Internship,"Toronto, ON",req02025,sal02025
j02026,Data Scientist,comp155,Sep 06 2024,Internship,Remote,req02026,sal02026
j02027,Machine Learning Engineer,comp039,01-30-2025,FT,"Edmonton, AB",req02027,sal02027
j02028,Statistician,comp086,Mar 07 2025,Part-Time,"Vancouver, BC",req02028,sal02028
j02029,Data Scientist,comp021,Jun 09 2024,Part-Time,Remote,req02029,sal02029
j02030,Analytics Manager,comp150,08-31-2024,Contract,Remote,req02030,sal02030
j02031,Machine Learning Engineer,comp170,Apr 18 2024,FT,"Calgary, AB",req02031,sal02031
j02032,BI Developer,comp037,Aug 27 2024,Part-Time,"Toronto, ON",req02032,sal02032
j02033,Data Analyst,comp090,2025/03/29,Internship,"Montreal, QC",req02033,sal02033
j02034,Data Analyst,comp080,Feb 17 2025,FT,"Calgary, AB",req02034,sal02034
j02035,Machine Learning Engineer,comp168,2024/12/22,Internship,"Toronto, ON",req02035,sal02035
j02036,Data Engineer,comp179,10-23-2024,Internship,"Ottawa, ON",req02036,sal02036
j02037,Data Analyst,comp170,2024/09/17,FT,"Vancouver, BC",req02037,sal02037
j02038,Machine Learning Engineer,comp101,03-11-2025,Internship,"Vancouver, BC",req02038,sal02038
j02039,BI Developer,comp034,12-28-2024,Internship,Remote,req02039,sal02039
j02040,Data Analyst,comp153,2025/02/11,Internship,"Calgary, AB",req02040,sal02040
j02041,BI Developer,comp182,2024/07/26,Part-Time,Remote,req02041,sal02041
j02042,Data Engineer,comp022,2025/01/30,FT,"Toronto, ON",req02042,sal02042
j02043,Machine Learning Engineer,comp080,2024/07/28,Full Time,"Ottawa, ON",req02043,sal02043
j02044,AI Specialist,comp144,Nov 22 2024,FT,"Ottawa, ON",req02044,sal02044
j02045,Analytics Manager,comp097,2024/08/22,Internship,"Vancouver, BC",req02045,sal02045
j02046,Analytics Manager,comp165,2025/03/21,F/T,"Montreal, QC",req02046,sal02046
j02047,Analytics Manager,comp085,01-12-2025,F/T,"Toronto, ON",req02047,sal02047
j02048,Statistician,comp033,06-28-2024,Contract,"Calgary, AB",req02048,sal02048
j02049,Database Admin,comp172,2024/10/22,Part-Time,Remote,req02049,sal02049
j02050,Machine Learning Engineer,comp180,2024/07/06,F/T,"Edmonton, AB",req02050,sal02050
j02051,Analytics Manager,comp190,2024/12/12,Contract,"Vancouver, BC",req02051,sal02051
j02052,Data Engineer,comp176,Feb 28 2025,F/T,"Toronto, ON",req02052,sal02052
j02053,Database Admin,comp135,Oct 13 2024,Full Time,"Ottawa, ON",req02053,sal02053
j02054,BI Developer,comp024,Feb 17 2025,Full Time,"Vancouver, BC",req02054,sal02054
j02055,Machine Learning Engineer,comp166,11-13-2024,Full Time,"Toronto, ON",req02055,sal02055
j02056,Database Admin,comp172,Jul 09 2024,F/T,"Vancouver, BC",req02056,sal02056
j02057,AI Specialist,comp109,03-05-2025,F/T,Remote,req02057,sal02057
j02058,Statistician,comp131,12-16-2024,Contract,"Montreal, QC",req02058,sal02058
j02059,AI Specialist,comp093,Jun 17 2024,Full Time,"Edmonton, AB",req02059,sal02059
j02060,Data Engineer,comp005,Mar 29 2025,Internship,"Toronto, ON",req02060,sal02060
j02061,Data Scientist,comp093,Jun 18 2024,Full Time,Remote,req02061,sal02061
j02062,Data Engineer,comp080,Jan 05 2025,F/T,"Vancouver, BC",req02062,sal02062
j02063,BI Developer,comp047,08-14-2024,Contract,Remote,req02063,sal02063
j02064,AI Specialist,comp055,12-10-2024,Contract,"Edmonton, AB",req02064,sal02064
j02065,BI Developer,comp088,09-02-2024,F/T,"Ottawa, ON",req02065,sal02065
j02066,Analytics Manager,comp197,Aug 29 2024,F/T,"Ottawa, ON",req02066,sal02066
j02067,Database Admin,comp125,10-31-2024,Part-Time,"Calgary, AB",req02067,sal02067
j02068,Data Analyst,comp050,Dec 21 2024,Part-Time,"Edmonton, AB",req02068,sal02068
j02069,Data Analyst,comp058,2025/01/23,Part-Time,"Ottawa, ON",req02069,sal02069
j02070,Machine Learning Engineer,comp036,Jun 10 2024,Part-Time,"Montreal, QC",req02070,sal02070
j02071,Data Scientist,comp040,Feb 19 2025,Contract,"Toronto, ON",req02071,sal02071
j02072,Data Engineer,comp020,2024/07/21,F/T,"Edmonton, AB",req02072,sal02072
j02073,Analytics Manager,comp076,05-22-2024,F/T,Remote,req02073,sal02073
j02074,Data Analyst,comp026,2024/06/11,F/T,Remote,req02074,sal02074
j02075,Analytics Manager,comp130,Feb 14 2025,FT,"Ottawa, ON",req02075,sal02075
j02076,Database Admin,comp198,2025/02/18,Full Time,"Calgary, AB",req02076,sal02076
j02077,BI Developer,comp139,2024/11/24,Full Time,"Ottawa, ON",req02077,sal02077
j02078,Machine Learning Engineer,comp190,May 23 2024,F/T,"Vancouver, BC",req02078,sal02078
j02079,Data Scientist,comp135,07-04-2024,F/T,"Ottawa, ON",req02079,sal02079
j02080,Analytics Manager,comp010,12-24-2024,Full Time,"Montreal, QC",req02080,sal02080
j02081,Machine Learning Engineer,comp170,Mar 01 2025,FT,"Montreal, QC",req02081,sal02081
j02082,Analytics Manager,comp087,10-29-2024,FT,"Vancouver, BC",req02082,sal02082
j02083,Data Engineer,comp197,Aug 30 2024,Contract,"Montreal, QC",req02083,sal02083
j02084,Machine Learning Engineer,comp159,2025/02/15,Internship,"Toronto, ON",req02084,sal02084
j02085,Data Engineer,comp034,02-25-2025,Internship,"Montreal, QC",req02085,sal02085
j02086,Data Scientist,comp153,08-13-2024,F/T,"Montreal, QC",req02086,sal02086
j02087,Analytics Manager,comp097,08-31-2024,F/T,"Edmonton, AB",req02087,sal02087
j02088,Analytics Manager,comp040,May 14 2024,Internship,"Edmonton, AB",req02088,sal02088
j02089,Data Analyst,comp042,Nov 29 2024,Contract,"Calgary, AB",req02089,sal02089
j02090,Data Engineer,comp047,Aug 21 2024,Full Time,"Vancouver, BC",req02090,sal02090
j02091,Analytics Manager,comp178,2024/06/01,Full Time,"Vancouver, BC",req02091,sal02091
j02092,Analytics Manager,comp198,06-30-2024,FT,Remote,req02092,sal02092
j02093,Data Analyst,comp160,2025/02/21,FT,Remote,req02093,sal02093
j02094,Statistician,comp043,2024/08/22,Part-Time,"Montreal, QC",req02094,sal02094
j02095,Analytics Manager,comp185,Jan 26 2025,Part-Time,"Edmonton, AB",req02095,sal02095
j02096,Analytics Manager,comp113,2024/10/24,Contract,"Toronto, ON",req02096,sal02096
j02097,Data Analyst,comp012,Sep 10 2024,Full Time,Remote,req02097,sal02097
j02098,AI Specialist,comp106,Sep 04 2024,Part-Time,"Edmonton, AB",req02098,sal02098
j02099,AI Specialist,comp094,2024/09/07,FT,"Ottawa, ON",req02099,sal02099
j02100,Statistician,comp174,2024/10/09,Contract,"Edmonton, AB",req02100,sal02100
j02101,Analytics Manager,comp185,2025/03/17,FT,"Edmonton, AB",req02101,sal02101
j02102,Machine Learning Engineer,comp061,2025/04/03,Internship,Remote,req02102,sal02102
j02103,Machine Learning Engineer,comp114,2024/04/26,Contract,"Edmonton, AB",req02103,sal02103
j02104,Data Scientist,comp157,Mar 05 2025,F/T,"Montreal, QC",req02104,sal02104
j02105,BI Developer,comp073,10-22-2024,Full Time,Remote,req02105,sal02105
j02106,Database Admin,comp193,2025/04/02,Internship,"Montreal, QC",req02106,sal02106
j02107,Data Engineer,comp192,2024/12/01,Full Time,"Vancouver, BC",req02107,sal02107
j02108,Machine Learning Engineer,comp115,2024/08/01,FT,Remote,req02108,sal02108
j02109,Data Engineer,comp060,05-13-2024,F/T,"Vancouver, BC",req02109,sal02109
j02110,Data Analyst,comp137,10-28-2024,F/T,"Edmonton, AB",req02110,sal02110
j02111,Analytics Manager,comp062,May 26 2024,Internship,"Vancouver, BC",req02111,sal02111
