credit_history_id,borrower_id,account_type,account_age_months,credit_limit,balance_owed,payment_history_score,num_late_payments,num_derogatory_marks,inquiry_last_6months
CH000416,B0093,Personal Loan,21,10000,16204,Good,0,0,4
CH000417,B0093,Mortgage,14,5000,26008,Good,1,0,2
CH000418,B0093,Personal Loan,207,25000,18588,Fair,0,1,2
CH000419,B0093,Credit Card,111,1000,11385,Good,0,1,0
CH000420,B0093,Auto Loan,186,25000,23711,Excellent,5,3,1
CH000421,B0093,Student Loan,113,25000,17218,Good,1,1,2
CH000422,B0094,Personal Loan,219,50000,10954,Good,0,1,7
CH000423,B0094,Student Loan,111,2500,2563,Excellent,5,0,7
CH000424,B0094,Auto Loan,107,1000,21955,Excellent,0,0,2
CH000425,B0095,Personal Loan,148,5000,19236,Excellent,0,3,6
CH000426,B0095,Personal Loan,20,10000,17223,Fair,0,1,2
CH000427,B0095,Personal Loan,227,25000,25491,Excellent,1,0,6
CH000428,B0095,Auto Loan,194,1000,22029,Good,2,0,2
CH000429,B0095,Personal Loan,118,25000,4959,Good,1,0,7
CH000430,B0095,Credit Card,209,1000,22455,Good,0,3,2
CH000431,B0096,Personal Loan,229,25000,11831,Good,0,0,0
CH000432,B0096,Student Loan,231,2500,2628,Excellent,0,0,5
CH000433,B0097,Student Loan,23,15000,4066,Good,1,0,3
CH000434,B0097,Mortgage,24,10000,22240,Fair,0,1,5
CH000435,B0097,Auto Loan,163,5000,8437,Good,0,0,1
CH000436,B0097,Auto Loan,24,50000,21816,Fair,1,0,3
CH000437,B0097,Student Loan,9,25000,5891,Good,0,0,4
CH000438,B0097,Personal Loan,80,50000,27978,Good,2,0,5
CH000439,B0098,Mortgage,177,10000,17745,Excellent,0,0,6
CH000440,B0098,Auto Loan,163,25000,11345,Excellent,0,0,1
CH000441,B0099,Auto Loan,102,25000,26850,Fair,2,0,7
CH000442,B0099,Mortgage,133,15000,10758,Excellent,1,1,3
CH000443,B0099,Personal Loan,47,15000,2413,Excellent,5,2,1
CH000444,B0100,Mortgage,55,5000,4514,Poor,10,0,5
CH000445,B0100,Student Loan,229,1000,13523,Excellent,3,1,2
CH000446,B0100,Personal Loan,207,2500,24429,Fair,1,0,4
CH000447,B0101,Auto Loan,132,5000,26173,Good,0,2,5
CH000448,B0101,Student Loan,79,25000,3830,Good,0,0,3
CH000449,B0101,Auto Loan,128,10000,1955,Good,1,0,0
CH000450,B0101,Personal Loan,69,10000,3644,Good,1,2,6
CH000451,B0102,Auto Loan,158,15000,15173,Good,1,1,3
CH000452,B0102,Credit Card,110,50000,5855,Fair,2,0,6
CH000453,B0102,Mortgage,216,1000,22107,Good,0,0,2
CH000454,B0103,Auto Loan,112,50000,16962,Good,10,0,1
CH000455,B0103,Personal Loan,91,2500,24440,Excellent,3,2,3
CH000456,B0103,Personal Loan,101,2500,10252,Poor,1,0,3
CH000457,B0103,Credit Card,200,15000,22580,Good,0,0,5
CH000458,B0103,Mortgage,177,50000,1600,Excellent,0,1,5
CH000459,B0103,Personal Loan,225,25000,14109,Excellent,3,1,2
CH000460,B0103,Auto Loan,57,50000,5308,Fair,0,1,3
CH000461,B0104,Credit Card,123,50000,19615,Excellent,0,0,0
CH000462,B0104,Personal Loan,215,50000,20473,Excellent,1,2,4
CH000463,B0104,Auto Loan,29,1000,18782,Excellent,0,1,6
CH000464,B0104,Personal Loan,20,2500,20977,Excellent,0,0,2
CH000465,B0104,Credit Card,37,15000,27075,Poor,5,0,6
CH000466,B0105,Auto Loan,169,5000,2824,Fair,0,0,2
CH000467,B0105,Personal Loan,212,25000,3767,Good,1,0,7
CH000468,B0105,Mortgage,231,5000,17307,Fair,1,1,3
CH000469,B0105,Personal Loan,147,25000,21134,Good,0,1,7
CH000470,B0106,Mortgage,68,10000,11981,Excellent,0,0,6
CH000471,B0106,Mortgage,212,15000,16962,Good,0,2,7
CH000472,B0106,Mortgage,143,1000,8163,Poor,0,0,7
CH000473,B0106,Student Loan,62,15000,11748,Excellent,5,0,4
CH000474,B0106,Student Loan,184,15000,27498,Fair,2,0,1
CH000475,B0107,Credit Card,91,2500,10807,Fair,5,2,6
CH000476,B0107,Student Loan,154,2500,15065,Fair,1,3,1
CH000477,B0107,Student Loan,118,25000,2175,Excellent,1,0,0
CH000478,B0107,Student Loan,27,50000,18822,Fair,0,1,6
CH000479,B0107,Auto Loan,24,50000,8644,Poor,0,0,0
CH000480,B0107,Student Loan,181,50000,23310,Poor,0,0,5
CH000481,B0108,Credit Card,218,5000,15471,Good,0,0,6
CH000482,B0108,Student Loan,15,25000,9449,Good,0,0,7
CH000483,B0108,Personal Loan,206,50000,15693,Fair,3,1,5
CH000484,B0108,Auto Loan,13,5000,8558,Good,3,0,1
CH000485,B0108,Auto Loan,195,10000,16382,Excellent,1,0,5
CH000486,B0108,Student Loan,208,15000,689,Excellent,0,0,4
CH000487,B0109,Credit Card,91,2500,16813,Excellent,0,0,4
CH000488,B0109,Student Loan,21,25000,2996,Excellent,0,0,7
CH000489,B0109,Personal Loan,160,1000,28432,Excellent,0,2,2
CH000490,B0109,Credit Card,194,2500,21881,Fair,3,0,5
CH000491,B0109,Auto Loan,178,5000,12901,Excellent,0,1,0
CH000492,B0109,Credit Card,236,15000,6074,Good,0,0,7
CH000493,B0110,Auto Loan,133,5000,3333,Excellent,3,0,2
CH000494,B0110,Student Loan,224,15000,16636,Excellent,5,0,5
CH000495,B0110,Credit Card,208,50000,10472,Fair,3,0,5
CH000496,B0111,Credit Card,222,5000,4856,Good,0,1,2
CH000497,B0111,Student Loan,64,50000,19278,Good,0,0,4
CH000498,B0111,Personal Loan,127,10000,6598,Excellent,0,0,6
CH000499,B0111,Mortgage,212,10000,14306,Fair,0,0,5
CH000500,B0111,Student Loan,101,25000,17084,Fair,0,2,1
CH000501,B0112,Student Loan,91,5000,2612,Excellent,1,1,6
CH000502,B0112,Personal Loan,69,50000,24552,Fair,0,0,1
CH000503,B0113,Student Loan,135,2500,13554,Excellent,0,2,7
CH000504,B0113,Student Loan,196,25000,7316,Fair,1,0,7
CH000505,B0113,Auto Loan,32,1000,28305,Fair,1,0,2
CH000506,B0113,Credit Card,109,2500,25968,Good,0,0,0
CH000507,B0114,Auto Loan,188,5000,2818,Fair,0,1,0
CH000508,B0114,Personal Loan,137,15000,26464,Excellent,1,0,2
CH000509,B0115,Mortgage,160,2500,13065,Excellent,0,1,3
CH000510,B0115,Mortgage,134,5000,19650,Good,2,0,4
CH000511,B0116,Auto Loan,54,10000,21070,Good,2,0,6
CH000512,B0117,Auto Loan,239,2500,19075,Fair,0,0,6
CH000513,B0117,Credit Card,211,1000,23668,Excellent,0,0,1
CH000514,B0117,Auto Loan,42,2500,19163,Poor,0,1,4
CH000515,B0118,Student Loan,87,10000,7873,Good,2,0,2
CH000516,B0118,Auto Loan,58,1000,22743,Excellent,1,0,6
CH000517,B0118,Auto Loan,152,15000,1995,Excellent,10,0,6
CH000518,B0118,Student Loan,220,50000,14466,Excellent,0,2,6
CH000519,B0119,Credit Card,203,5000,22499,Fair,1,0,0
CH000520,B0119,Credit Card,217,2500,6589,Fair,0,1,0
CH000521,B0120,Personal Loan,29,5000,26952,Good,2,0,6
CH000522,B0121,Auto Loan,38,25000,15930,Good,2,0,0
CH000523,B0121,Personal Loan,201,5000,2371,Good,0,0,0
CH000524,B0121,Personal Loan,215,1000,4312,Good,3,0,7
CH000525,B0121,Student Loan,123,15000,15935,Excellent,0,0,2
CH000526,B0121,Credit Card,67,5000,7532,Good,2,0,1
CH000527,B0122,Auto Loan,37,50000,27016,Good,10,0,3
CH000528,B0122,Student Loan,19,10000,23265,Good,0,0,7
CH000529,B0122,Credit Card,37,1000,25755,Good,0,0,6
CH000530,B0122,Auto Loan,85,25000,23983,Good,2,0,0
CH000531,B0122,Student Loan,210,2500,371,Good,10,1,4
CH000532,B0123,Credit Card,20,10000,4315,Excellent,0,0,3
CH000533,B0123,Mortgage,231,10000,3546,Good,2,0,4
CH000534,B0123,Personal Loan,156,1000,3249,Fair,0,0,5
CH000535,B0123,Personal Loan,56,1000,17809,Excellent,10,0,2
CH000536,B0124,Student Loan,148,10000,16686,Good,2,2,0
CH000537,B0124,Auto Loan,238,5000,12198,Good,0,2,6
CH000538,B0124,Mortgage,162,10000,27757,Good,0,0,6
CH000539,B0124,Personal Loan,118,2500,10467,Fair,0,1,1
CH000540,B0125,Auto Loan,127,25000,27367,Excellent,1,3,0
CH000541,B0126,Auto Loan,25,25000,7687,Fair,0,0,1
CH000542,B0126,Student Loan,113,2500,15782,Good,1,1,3
CH000543,B0126,Auto Loan,191,50000,23563,Good,0,0,2
CH000544,B0126,Student Loan,11,2500,29040,Good,1,1,3
CH000545,B0127,Credit Card,20,15000,28849,Excellent,0,0,4
CH000546,B0127,Credit Card,110,5000,28892,Fair,0,1,4
CH000547,B0127,Auto Loan,8,1000,27115,Excellent,3,1,6
CH000548,B0127,Credit Card,216,50000,17659,Fair,0,0,1
CH000549,B0127,Student Loan,123,25000,13218,Excellent,0,2,6
CH000550,B0127,Personal Loan,168,2500,7662,Excellent,0,1,2
CH000551,B0128,Personal Loan,114,25000,3911,Good,2,1,2
CH000552,B0128,Auto Loan,47,1000,24605,Excellent,1,0,7
CH000553,B0128,Credit Card,112,5000,14497,Fair,3,0,2
CH000554,B0128,Mortgage,35,15000,14178,Poor,0,0,0
CH000555,B0128,Mortgage,91,50000,19775,Excellent,0,0,6
CH000556,B0129,Credit Card,169,50000,28089,Excellent,0,1,7
CH000557,B0130,Student Loan,161,2500,16519,Poor,1,2,0
CH000558,B0131,Personal Loan,209,1000,29477,Fair,2,0,7
CH000559,B0131,Mortgage,221,2500,12910,Good,0,0,1
CH000560,B0131,Mortgage,62,2500,8530,Good,0,0,3
CH000561,B0131,Personal Loan,55,15000,20702,Excellent,0,1,3
CH000562,B0131,Student Loan,164,15000,21307,Good,2,1,1
CH000563,B0131,Mortgage,169,10000,5840,Good,0,0,0
CH000564,B0132,Credit Card,190,1000,14319,Excellent,0,0,0
CH000565,B0132,Mortgage,103,1000,7804,Excellent,0,0,3
CH000566,B0132,Personal Loan,226,5000,24344,Excellent,2,0,5
CH000567,B0133,Auto Loan,62,15000,17167,Excellent,2,2,6
CH000568,B0133,Personal Loan,36,5000,21651,Excellent,5,0,2
CH000569,B0133,Credit Card,204,25000,11593,Excellent,0,0,3
CH000570,B0133,Student Loan,215,50000,2656,Good,2,0,5
CH000571,B0134,Mortgage,190,15000,23648,Good,0,0,4
CH000572,B0134,Student Loan,209,2500,7673,Fair,0,0,1
CH000573,B0135,Personal Loan,32,50000,29146,Excellent,0,1,3
CH000574,B0135,Personal Loan,218,15000,5905,Good,1,0,4
CH000575,B0135,Credit Card,189,15000,11005,Good,2,0,5
CH000576,B0135,Mortgage,185,1000,1191,Excellent,0,0,7
CH000577,B0135,Credit Card,201,10000,4908,Good,2,0,0
CH000578,B0136,Auto Loan,59,50000,8366,Poor,0,0,5
CH000579,B0137,Personal Loan,176,5000,21831,Good,1,0,3
CH000580,B0137,Mortgage,148,10000,16208,Good,2,3,1
CH000581,B0137,Mortgage,141,50000,27273,Excellent,0,0,5
CH000582,B0138,Personal Loan,142,1000,19731,Fair,1,0,3
CH000583,B0138,Credit Card,153,10000,3247,Good,1,1,0
CH000584,B0138,Student Loan,19,5000,8262,Good,0,1,2
CH000585,B0138,Auto Loan,7,2500,19324,Good,0,0,6
CH000586,B0139,Personal Loan,9,25000,8766,Good,0,1,2
CH000587,B0139,Student Loan,75,5000,25878,Poor,0,0,7
CH000588,B0139,Auto Loan,210,1000,22740,Fair,1,0,3
CH000589,B0139,Mortgage,41,50000,16566,Fair,0,0,6
CH000590,B0139,Auto Loan,35,2500,29693,Fair,3,0,1
CH000591,B0139,Personal Loan,70,25000,23057,Excellent,0,0,0
CH000592,B0140,Credit Card,181,50000,28658,Poor,2,0,6
CH000593,B0140,Personal Loan,127,10000,6606,Fair,0,0,2
CH000594,B0140,Credit Card,194,1000,26840,Fair,0,0,7
CH000595,B0140,Mortgage,9,50000,17692,Good,1,3,2
CH000596,B0140,Credit Card,106,2500,20455,Excellent,0,0,0
CH000597,B0140,Credit Card,231,1000,2995,Good,0,0,6
CH000598,B0141,Mortgage,14,50000,160,Excellent,0,0,1
CH000599,B0141,Mortgage,90,50000,13794,Excellent,0,0,3
CH000600,B0141,Personal Loan,136,10000,23043,Good,2,0,2
CH000601,B0141,Auto Loan,234,15000,3708,Good,1,1,3
CH000602,B0141,Student Loan,219,50000,19428,Excellent,0,1,2
CH000603,B0141,Student Loan,234,25000,13073,Poor,3,3,3
CH000604,B0142,Auto Loan,194,25000,26710,Excellent,0,0,4
CH000605,B0142,Auto Loan,54,25000,25015,Fair,1,0,0
CH000606,B0142,Credit Card,165,50000,16652,Good,0,1,1
CH000607,B0142,Personal Loan,164,2500,25965,Poor,0,0,4
CH000608,B0142,Personal Loan,131,10000,8083,Fair,0,0,3
CH000609,B0142,Personal Loan,219,2500,1327,Excellent,0,0,1
CH000610,B0142,Mortgage,73,25000,18820,Excellent,1,0,3
CH000611,B0143,Personal Loan,170,5000,22102,Good,3,1,3
CH000612,B0143,Student Loan,221,1000,13876,Fair,0,0,6
CH000613,B0143,Credit Card,137,5000,24970,Good,0,0,3
CH000614,B0144,Personal Loan,206,10000,25852,Excellent,0,0,5
CH000615,B0144,Personal Loan,66,10000,16854,Excellent,0,1,3
CH000616,B0144,Personal Loan,144,15000,3086,Poor,0,3,7
CH000617,B0144,Auto Loan,35,25000,21400,Good,3,0,0
CH000618,B0144,Auto Loan,200,1000,28136,Good,2,0,2
CH000619,B0145,Mortgage,6,25000,24125,Fair,2,0,2
CH000620,B0145,Credit Card,156,5000,20652,Excellent,0,0,1
CH000621,B0145,Personal Loan,98,10000,5322,Good,1,0,6
CH000622,B0145,Mortgage,91,5000,4721,Good,0,1,6
CH000623,B0145,Personal Loan,160,25000,12719,Excellent,2,1,6
CH000624,B0146,Auto Loan,37,15000,26662,Fair,0,1,7
CH000625,B0146,Mortgage,233,1000,13807,Good,0,0,7
CH000626,B0147,Mortgage,108,25000,26761,Fair,0,0,3
CH000627,B0147,Credit Card,233,2500,17061,Good,0,0,2
CH000628,B0148,Mortgage,56,1000,24465,Good,0,0,6
CH000629,B0149,Auto Loan,50,50000,10069,Excellent,5,0,3
CH000630,B0150,Auto Loan,109,1000,1868,Fair,1,0,6
CH000631,B0150,Auto Loan,29,2500,18940,Excellent,0,0,4
CH000632,B0150,Personal Loan,14,25000,2821,Fair,0,1,4
CH000633,B0150,Mortgage,202,1000,27018,Fair,1,0,4
CH000634,B0151,Student Loan,151,1000,653,Fair,0,1,3
CH000635,B0151,Credit Card,90,2500,9472,Poor,2,2,5
CH000636,B0152,Credit Card,183,15000,21623,Fair,0,1,3
CH000637,B0152,Mortgage,11,15000,22717,Excellent,0,0,3
CH000638,B0152,Mortgage,234,5000,26292,Excellent,2,0,0
CH000639,B0152,Auto Loan,71,1000,26234,Fair,0,0,4
CH000640,B0152,Credit Card,231,5000,26504,Good,5,0,4
CH000641,B0152,Personal Loan,198,5000,28740,Excellent,5,1,0
CH000642,B0152,Credit Card,237,15000,15494,Excellent,1,0,0
CH000643,B0153,Auto Loan,204,50000,7121,Fair,1,0,6
CH000644,B0153,Mortgage,19,10000,6957,Excellent,1,1,4
CH000645,B0153,Student Loan,222,25000,15333,Excellent,0,0,7
CH000646,B0153,Credit Card,223,5000,2636,Good,0,0,0
CH000647,B0154,Student Loan,90,25000,20181,Good,0,0,2
CH000648,B0154,Credit Card,34,50000,19574,Good,0,0,1
CH000649,B0154,Credit Card,27,1000,20171,Fair,3,1,4
CH000650,B0154,Personal Loan,223,5000,26247,Good,0,0,4
CH000651,B0154,Credit Card,92,15000,12936,Good,0,0,6
CH000652,B0154,Auto Loan,8,5000,2802,Fair,0,0,1
CH000653,B0154,Auto Loan,6,25000,25016,Excellent,0,0,0
CH000654,B0155,Mortgage,22,50000,18799,Excellent,0,0,5
CH000655,B0155,Credit Card,145,15000,24690,Excellent,0,0,3
CH000656,B0155,Student Loan,83,25000,22821,Good,2,0,6
CH000657,B0155,Student Loan,21,25000,17743,Poor,0,0,5
CH000658,B0155,Credit Card,172,1000,1906,Poor,1,1,6
CH000659,B0155,Personal Loan,163,1000,22447,Excellent,1,2,6
CH000660,B0156,Credit Card,145,1000,5620,Excellent,0,1,4
CH000661,B0156,Student Loan,70,1000,7177,Good,1,0,5
CH000662,B0156,Auto Loan,223,1000,27540,Poor,0,0,5
CH000663,B0156,Credit Card,76,1000,19018,Poor,1,0,2
CH000664,B0157,Student Loan,123,10000,27814,Excellent,1,1,5
CH000665,B0157,Mortgage,207,2500,7796,Fair,0,3,6
CH000666,B0157,Credit Card,224,2500,20338,Excellent,0,2,7
CH000667,B0157,Mortgage,235,50000,22955,Excellent,0,2,3
CH000668,B0158,Personal Loan,127,25000,12393,Fair,2,0,7
CH000669,B0158,Personal Loan,72,50000,14012,Good,3,2,7
CH000670,B0158,Personal Loan,7,25000,11079,Good,0,0,2
CH000671,B0158,Auto Loan,186,15000,5462,Excellent,0,0,0
CH000672,B0158,Mortgage,97,1000,62,Good,1,0,4
CH000673,B0159,Personal Loan,220,5000,1984,Good,0,1,7
CH000674,B0160,Student Loan,106,1000,11787,Excellent,1,1,5
CH000675,B0160,Credit Card,47,2500,16070,Good,0,0,1
CH000676,B0160,Credit Card,141,2500,7389,Good,0,0,0
CH000677,B0161,Auto Loan,221,1000,15464,Good,2,2,4
CH000678,B0161,Personal Loan,168,15000,18883,Excellent,3,1,5
CH000679,B0161,Student Loan,168,25000,4960,Good,0,1,0
CH000680,B0161,Student Loan,148,25000,21207,Good,0,1,3
CH000681,B0162,Credit Card,223,5000,21930,Excellent,1,0,7
CH000682,B0162,Personal Loan,17,50000,18279,Excellent,0,0,4
CH000683,B0162,Credit Card,40,50000,12864,Excellent,0,0,2
CH000684,B0162,Mortgage,47,15000,8594,Poor,5,0,6
CH000685,B0163,Student Loan,131,50000,29515,Excellent,0,0,7
CH000686,B0163,Credit Card,54,2500,26236,Good,1,2,7
CH000687,B0163,Personal Loan,197,5000,14629,Fair,0,0,1
CH000688,B0163,Mortgage,29,50000,18033,Excellent,0,0,3
CH000689,B0164,Student Loan,237,2500,29373,Excellent,2,0,6
CH000690,B0164,Personal Loan,214,50000,28687,Excellent,1,1,4
CH000691,B0164,Auto Loan,25,2500,13347,Fair,0,1,7
CH000692,B0164,Mortgage,25,10000,20861,Excellent,1,1,4
CH000693,B0164,Mortgage,138,5000,21943,Good,2,0,1
CH000694,B0164,Credit Card,216,50000,3403,Good,1,0,4
CH000695,B0164,Auto Loan,46,5000,11509,Excellent,0,0,7
CH000696,B0165,Auto Loan,236,25000,24977,Excellent,0,1,7
CH000697,B0165,Auto Loan,232,2500,19896,Good,0,0,5
CH000698,B0165,Auto Loan,231,25000,13879,Excellent,10,0,4
CH000699,B0165,Student Loan,116,10000,426,Fair,0,0,6
CH000700,B0165,Auto Loan,187,50000,1373,Good,5,0,2
CH000701,B0165,Auto Loan,29,5000,7837,Excellent,0,0,2
CH000702,B0165,Personal Loan,85,2500,10934,Good,0,1,2
CH000703,B0166,Personal Loan,105,50000,17388,Good,0,0,6
CH000704,B0166,Credit Card,201,15000,20008,Excellent,1,0,3
CH000705,B0166,Personal Loan,178,15000,2919,Fair,0,0,6
CH000706,B0167,Personal Loan,129,25000,20829,Good,2,0,4
CH000707,B0167,Student Loan,77,10000,18120,Good,0,3,1
CH000708,B0167,Auto Loan,144,15000,3048,Fair,0,1,5
CH000709,B0168,Personal Loan,70,5000,29634,Good,2,1,4
CH000710,B0168,Credit Card,148,25000,5837,Good,0,0,7
CH000711,B0168,Mortgage,37,50000,10280,Good,0,0,1
CH000712,B0168,Personal Loan,184,15000,9967,Poor,2,1,2
CH000713,B0168,Mortgage,101,15000,3975,Good,0,0,4
CH000714,B0169,Auto Loan,164,15000,6590,Good,0,0,7
CH000715,B0169,Student Loan,38,5000,6015,Good,0,0,0
CH000716,B0169,Mortgage,150,1000,20064,Poor,2,0,2
CH000717,B0170,Credit Card,143,1000,17820,Good,2,0,7
CH000718,B0170,Credit Card,193,10000,3061,Fair,5,0,1
CH000719,B0170,Student Loan,78,25000,11332,Good,1,0,2
CH000720,B0170,Personal Loan,89,10000,27946,Fair,0,1,4
CH000721,B0170,Personal Loan,174,1000,425,Poor,0,0,5
CH000722,B0170,Credit Card,82,50000,17684,Excellent,0,0,7
CH000723,B0171,Student Loan,62,50000,18423,Excellent,5,1,3
CH000724,B0171,Mortgage,94,15000,27358,Good,2,0,5
CH000725,B0172,Personal Loan,229,5000,13212,Poor,0,1,4
CH000726,B0172,Auto Loan,125,1000,5150,Excellent,0,0,4
CH000727,B0172,Student Loan,135,10000,26146,Excellent,2,1,1
CH000728,B0172,Personal Loan,168,50000,2630,Fair,0,0,5
CH000729,B0172,Mortgage,27,5000,10349,Excellent,1,0,1
CH000730,B0172,Student Loan,14,2500,4323,Good,0,1,1
CH000731,B0172,Student Loan,120,5000,24312,Excellent,2,0,5
CH000732,B0173,Mortgage,48,2500,514,Fair,0,0,5
CH000733,B0173,Auto Loan,212,50000,26844,Excellent,0,0,0
CH000734,B0174,Auto Loan,209,1000,22056,Excellent,0,0,6
CH000735,B0174,Mortgage,122,5000,26201,Fair,1,0,2
CH000736,B0174,Mortgage,220,50000,14305,Poor,3,0,6
CH000737,B0174,Personal Loan,168,15000,18666,Excellent,0,0,0
CH000738,B0175,Credit Card,150,25000,3625,Good,0,0,3
CH000739,B0175,Credit Card,84,50000,28888,Excellent,0,0,4
CH000740,B0176,Credit Card,186,10000,12941,Fair,0,0,4
CH000741,B0176,Student Loan,184,15000,4828,Good,0,0,2
CH000742,B0176,Student Loan,57,1000,21638,Excellent,0,1,2
CH000743,B0176,Mortgage,34,25000,12453,Excellent,0,0,1
CH000744,B0177,Personal Loan,125,2500,23797,Fair,0,0,4
CH000745,B0177,Credit Card,148,1000,50,Good,0,0,1
CH000746,B0177,Personal Loan,54,25000,5748,Good,0,0,5
CH000747,B0177,Credit Card,146,5000,15386,Good,0,0,7
CH000748,B0177,Credit Card,178,25000,27236,Fair,0,0,4
CH000749,B0178,Mortgage,59,5000,26213,Fair,1,0,3
CH000750,B0178,Credit Card,194,15000,15554,Excellent,2,3,0
CH000751,B0178,Mortgage,143,25000,18655,Good,0,0,0
CH000752,B0178,Student Loan,191,25000,16689,Fair,1,0,3
CH000753,B0178,Personal Loan,216,25000,23404,Good,0,0,2
CH000754,B0178,Auto Loan,160,5000,26108,Excellent,2,0,0
CH000755,B0179,Mortgage,53,1000,8948,Poor,3,0,7
CH000756,B0179,Credit Card,12,10000,12400,Good,0,0,6
CH000757,B0179,Mortgage,227,5000,16208,Excellent,0,2,4
CH000758,B0179,Auto Loan,120,5000,27175,Fair,0,1,4
CH000759,B0180,Mortgage,32,1000,17504,Excellent,5,0,4
CH000760,B0180,Credit Card,217,10000,20880,Good,0,1,1
CH000761,B0180,Credit Card,212,10000,10952,Excellent,0,0,6
CH000762,B0181,Mortgage,86,5000,16368,Good,0,3,3
CH000763,B0181,Mortgage,183,1000,21883,Good,0,0,6
CH000764,B0182,Auto Loan,125,1000,24363,Excellent,3,1,1
CH000765,B0182,Student Loan,94,10000,27272,Poor,0,1,2
CH000766,B0182,Mortgage,65,50000,20114,Good,5,0,4
CH000767,B0182,Personal Loan,83,15000,20929,Excellent,1,0,7
CH000768,B0182,Student Loan,52,5000,11059,Fair,0,1,6
CH000769,B0182,Student Loan,183,5000,10139,Fair,1,0,1
CH000770,B0182,Personal Loan,235,10000,15544,Good,0,1,6
CH000771,B0183,Credit Card,56,15000,5153,Excellent,3,0,3
CH000772,B0183,Personal Loan,113,10000,21744,Good,1,3,1
CH000773,B0183,Student Loan,107,1000,16206,Excellent,0,1,1
CH000774,B0183,Student Loan,51,2500,15478,Good,1,3,6
CH000775,B0184,Credit Card,6,1000,24085,Fair,0,0,7
CH000776,B0184,Credit Card,26,1000,3331,Excellent,1,0,3
CH000777,B0184,Mortgage,237,25000,19864,Excellent,0,2,0
CH000778,B0184,Student Loan,168,2500,24589,Good,0,0,3
CH000779,B0184,Credit Card,39,5000,4073,Fair,0,0,6
CH000780,B0184,Auto Loan,72,10000,29075,Good,0,0,7
CH000781,B0184,Mortgage,80,1000,10985,Poor,1,0,2
CH000782,B0185,Personal Loan,26,1000,27256,Fair,5,0,3
CH000783,B0185,Personal Loan,36,2500,20113,Poor,1,0,5
CH000784,B0185,Mortgage,49,2500,14201,Excellent,0,0,0
CH000785,B0185,Credit Card,142,50000,7622,Good,0,0,7
CH000786,B0186,Credit Card,9,50000,25418,Good,5,1,4
CH000787,B0186,Student Loan,196,1000,1294,Fair,0,0,4
CH000788,B0186,Auto Loan,66,50000,25063,Poor,1,0,3
CH000789,B0186,Student Loan,116,10000,12838,Excellent,1,0,1
CH000790,B0186,Personal Loan,41,1000,18905,Excellent,2,0,6
CH000791,B0186,Student Loan,141,15000,6548,Good,2,0,3
CH000792,B0186,Auto Loan,233,15000,3870,Poor,0,0,7
CH000793,B0187,Student Loan,152,2500,20827,Fair,0,1,5
CH000794,B0187,Mortgage,55,15000,19323,Good,0,0,5
CH000795,B0187,Student Loan,210,5000,23483,Fair,0,1,4
CH000796,B0187,Personal Loan,200,15000,10819,Good,2,1,0
CH000797,B0188,Auto Loan,134,50000,14949,Poor,5,0,0
CH000798,B0188,Personal Loan,136,25000,5399,Good,1,0,5
CH000799,B0188,Student Loan,143,50000,3682,Poor,0,0,6
CH000800,B0188,Credit Card,52,1000,26493,Excellent,0,0,6
CH000801,B0188,Student Loan,156,15000,3325,Good,1,0,4
CH000802,B0189,Credit Card,73,25000,27606,Excellent,3,0,6
CH000803,B0189,Personal Loan,70,25000,2246,Poor,1,0,1
CH000804,B0189,Auto Loan,126,50000,24367,Fair,0,0,4
CH000805,B0189,Credit Card,228,25000,6537,Excellent,0,0,5
CH000806,B0189,Student Loan,20,10000,16824,Good,1,0,1
CH000807,B0189,Credit Card,197,15000,28014,Good,0,0,4
CH000808,B0189,Auto Loan,227,50000,8906,Fair,1,1,4
CH000809,B0190,Personal Loan,168,5000,9910,Excellent,0,0,5
CH000810,B0190,Credit Card,173,2500,18668,Good,2,0,2
CH000811,B0190,Student Loan,43,25000,17838,Good,0,0,6
CH000812,B0190,Student Loan,130,25000,25664,Fair,10,0,2
CH000813,B0190,Mortgage,42,1000,4022,Good,0,0,6
CH000814,B0190,Auto Loan,108,5000,5171,Excellent,1,2,3
CH000815,B0191,Mortgage,94,1000,22568,Good,0,0,2
CH000816,B0191,Student Loan,46,5000,8709,Fair,0,0,7
CH000817,B0192,Auto Loan,143,1000,14491,Good,0,0,1
CH000818,B0192,Student Loan,151,50000,13907,Excellent,0,1,0
CH000819,B0193,Auto Loan,39,1000,11408,Good,5,3,0
CH000820,B0193,Personal Loan,216,25000,22573,Excellent,0,0,6
CH000821,B0193,Personal Loan,117,1000,7413,Good,1,0,7
CH000822,B0194,Auto Loan,43,25000,29771,Fair,0,2,6
CH000823,B0194,Student Loan,14,25000,28562,Excellent,0,0,5
CH000824,B0194,Mortgage,104,5000,9002,Fair,5,1,3
CH000825,B0195,Credit Card,52,50000,29593,Fair,3,0,3
CH000826,B0195,Personal Loan,131,15000,1957,Fair,0,0,4
CH000827,B0196,Personal Loan,19,15000,25367,Good,1,0,2
CH000828,B0196,Mortgage,133,50000,26329,Excellent,1,2,6
CH000829,B0196,Auto Loan,26,2500,2872,Good,1,2,7
CH000830,B0196,Student Loan,9,25000,18369,Good,0,0,3
CH000831,B0197,Personal Loan,9,1000,3389,Excellent,0,0,0
CH000832,B0197,Personal Loan,151,1000,16937,Excellent,1,0,3
